DATE,TIME,ax,ay,az,gx,gy,gz,ma,mg,label
10/07/2020, 21:36:55,-9.489935,0.46660042,0.033499517,0.15508112,0.051286668,0.014653334,9.501457939580098,0.1639975525032716,fall
10/07/2020, 21:36:55,-9.353543,0.44985065,0.03589234,0.15508112,0.051286668,0.014653334,9.364423409167925,0.1639975525032716,fall
10/07/2020, 21:36:55,-9.353543,0.44985065,0.03589234,0.10745778,0.08059334,0.12455334,9.364423409167925,0.18318295428666748,fall
10/07/2020, 21:36:55,-9.23151,0.41874397,0.078963146,0.10745778,0.08059334,0.12455334,9.241339814482863,0.18318295428666748,fall
10/07/2020, 21:36:55,-9.23151,0.41874397,0.078963146,0.08303556,0.098910004,0.22102112,9.241339814482863,0.2559852075048558,fall
10/07/2020, 21:36:55,-9.19801,0.4235296,0.09810573,0.08303556,0.098910004,0.22102112,9.208278785509966,0.2559852075048558,fall
10/07/2020, 21:36:55,-9.19801,0.4235296,0.09810573,0.06349778,0.12455334,0.3052778,9.208278785509966,0.3357678276632453,fall
10/07/2020, 21:36:55,-9.176475,0.3900301,0.10049855,0.06349778,0.12455334,0.3052778,9.185309411385724,0.3357678276632453,fall
10/07/2020, 21:36:55,-9.176475,0.3900301,0.10049855,-0.0024422223,0.13188,0.42983112,9.185309411385724,0.4496143774275845,fall
10/07/2020, 21:36:55,-9.15494,0.2943172,0.0071784677,-0.0024422223,0.13188,0.42983112,9.159672164368784,0.4496143774275845,fall
10/07/2020, 21:36:55,-9.15494,0.2943172,0.0071784677,-0.089141116,0.13188,0.6105556,9.159672164368784,0.6309648171211071,fall
10/07/2020, 21:36:56,-8.257631,-6.7094746,2.4382863,-0.28085557,-1.8841745,-0.93903446,10.915620172026342,2.1238594559682857,fall
10/07/2020, 21:36:56,-8.257631,-6.7094746,2.4382863,-0.13310112,-2.1857889,-0.94758224,10.915620172026342,2.386063914210064,fall
10/07/2020, 21:36:56,-8.729017,-7.23111,2.2851455,-0.13310112,-2.1857889,-0.94758224,11.56315638388173,2.386063914210064,fall
10/07/2020, 21:36:56,-8.729017,-7.23111,2.2851455,-0.035412222,-2.4800768,-0.77906895,11.56315638388173,2.5998044797614064,fall
10/07/2020, 21:36:56,-9.145369,-7.164111,2.2588246,-0.035412222,-2.4800768,-0.77906895,11.83488670393246,2.5998044797614064,fall
10/07/2020, 21:36:56,-9.145369,-7.164111,2.2588246,-0.0061055557,-2.7523847,-0.53851,11.83488670393246,2.804576912017085,fall
10/07/2020, 21:36:56,-9.312865,-7.1952176,1.902294,-0.0061055557,-2.7523847,-0.53851,11.921381562562996,2.804576912017085,fall
10/07/2020, 21:36:56,-9.312865,-7.1952176,1.902294,0.028085556,-2.9025812,-0.31260446,11.921381562562996,2.9195013365626457,fall
10/07/2020, 21:36:56,-9.221938,-7.396215,1.5744773,0.028085556,-2.9025812,-0.31260446,11.925901119529133,2.9195013365626457,fall
10/07/2020, 21:36:56,-9.221938,-7.396215,1.5744773,-0.028085556,-2.9795113,-0.12089001,11.925901119529133,2.982094992860967,fall
10/07/2020, 21:36:56,-8.891729,-7.460821,1.6701902,-0.028085556,-2.9795113,-0.12089001,11.72673179248399,2.982094992860967,fall
10/07/2020, 21:36:56,-8.891729,-7.460821,1.6701902,-0.20881,-3.0259135,0.051286668,11.72673179248399,3.033543193857018,fall
10/07/2020, 21:36:56,-8.4705925,-7.479964,1.9932213,-0.20881,-3.0259135,0.051286668,11.474917276612178,3.033543193857018,fall
10/07/2020, 21:36:56,-8.4705925,-7.479964,1.9932213,-0.40907225,-3.0198078,0.16118668,11.474917276612178,3.051648815733104,fall
10/07/2020, 21:36:56,-8.161918,-7.4775705,2.1798615,-0.40907225,-3.0198078,0.16118668,11.281966041681464,3.051648815733104,fall
10/07/2020, 21:36:56,-8.161918,-7.4775705,2.1798615,-0.61788225,-2.9502046,0.23079,11.281966041681464,3.023036511316655,fall
10/07/2020, 21:36:56,-8.106883,-7.568498,2.6871397,-0.61788225,-2.9502046,0.23079,11.41159221219697,3.023036511316655,fall
10/07/2020, 21:36:56,-8.106883,-7.568498,2.6871397,-0.66306335,-2.8635056,0.32359445,11.41159221219697,2.9570307241025104,fall
10/07/2020, 21:36:56,-8.087741,-7.9154572,3.1202407,-0.66306335,-2.8635056,0.32359445,11.738906177502148,2.9570307241025104,fall
10/07/2020, 21:36:56,-8.087741,-7.9154572,3.1202407,-0.48844448,-2.7230778,0.4493689,11.738906177502148,2.8027955640614177,fall
10/07/2020, 21:36:57,-10.260424,1.0504491,3.182454,-0.36877558,0.59346,-0.22224224,10.793875635116539,0.7331997249150992,fall
10/07/2020, 21:36:57,-10.260424,1.0504491,3.182454,-0.18316667,0.40296668,-0.10135223,10.793875635116539,0.4540973974394074,fall
10/07/2020, 21:36:57,-10.334601,1.0025927,3.1465619,-0.18316667,0.40296668,-0.10135223,10.849425320130337,0.4540973974394074,fall
