DATE,TIME,ax,ay,az,gx,gy,gz,ma,mg,label
05/08/2020, 15:22:33,-1.1700903,-4.5942197,8.678768,0.02075889,0.051286668,-0.042738892,9.889235693500938,0.06991327964890866,jump
05/08/2020, 15:22:33,-1.1700903,-4.5942197,8.678768,0.009768889,0.054950003,-0.03297,9.889235693500938,0.06482248749751389,jump
05/08/2020, 15:22:33,-1.2969099,-4.570291,8.63809,0.009768889,0.054950003,-0.03297,9.858302933624897,0.06482248749751389,jump
05/08/2020, 15:22:33,-1.2969099,-4.570291,8.63809,-0.0012211112,0.03174889,-0.019537779,9.858302933624897,0.03729890046463788,jump
05/08/2020, 15:22:33,-1.3615161,-4.517649,8.60459,-0.0012211112,0.03174889,-0.019537779,9.81335092733411,0.03729890046463788,jump
05/08/2020, 15:22:33,-1.3615161,-4.517649,8.60459,-0.0061055557,0.007326667,-0.013432222,9.81335092733411,0.016473689980216668,jump
05/08/2020, 15:22:33,-1.3782659,-4.486542,8.609376,-0.0061055557,0.007326667,-0.013432222,9.805612281844764,0.016473689980216668,jump
05/08/2020, 15:22:33,-1.3782659,-4.486542,8.609376,-0.01099,0.0048844446,-0.01099,9.805612281844764,0.016291654733992307,jump
05/08/2020, 15:22:33,-1.3304094,-4.5320063,8.599805,-0.01099,0.0048844446,-0.01099,9.811509257504614,0.016291654733992307,jump
05/08/2020, 15:22:33,-1.3304094,-4.5320063,8.599805,-0.013432222,0.01099,-0.012211111,9.811509257504614,0.021220649079240435,jump
05/08/2020, 15:22:33,-1.294517,-4.56072,8.590233,-0.013432222,0.01099,-0.012211111,9.811627866261462,0.021220649079240435,jump
05/08/2020, 15:22:33,-1.294517,-4.56072,8.590233,-0.012211111,0.045181114,-0.017095556,9.811627866261462,0.04982672350456724,jump
05/08/2020, 15:22:33,-1.038485,-4.551149,8.547162,-0.012211111,0.045181114,-0.017095556,9.738859617153816,0.04982672350456724,jump
05/08/2020, 15:22:33,-1.038485,-4.551149,8.547162,-0.025643334,0.048844445,-0.036633335,9.738859617153816,0.06622206324983827,jump
05/08/2020, 15:22:33,-0.83988076,-4.922036,8.035098,-0.025643334,0.048844445,-0.036633335,9.460160720388476,0.06622206324983827,jump
05/08/2020, 15:22:33,-0.83988076,-4.922036,8.035098,0.012211111,0.07937223,0.08303556,9.460160720388476,0.11551608398625546,jump
05/08/2020, 15:22:33,0.6652047,-3.694518,8.070991,0.012211111,0.07937223,0.08303556,8.901283607945018,0.11551608398625546,jump
05/08/2020, 15:22:33,0.6652047,-3.694518,8.070991,-0.015874445,0.16118668,0.11966889,8.901283607945018,0.20137971091074677,jump
05/08/2020, 15:22:33,2.1367905,-3.8165522,10.370493,-0.015874445,0.16118668,0.11966889,11.255179599894761,0.20137971091074677,jump
05/08/2020, 15:22:33,2.1367905,-3.8165522,10.370493,0.018316668,0.49821335,0.05372889,11.255179599894761,0.5014367724680819,jump
05/08/2020, 15:22:34,-2.8402805,-4.914858,4.6612186,0.014653334,0.2942878,-0.045181114,7.345065048852661,0.298096231081132,jump
05/08/2020, 15:22:34,-2.8402805,-4.914858,4.6612186,-0.068382226,0.14287001,0.047623336,7.345065048852661,0.16539634349374135,jump
05/08/2020, 15:22:34,3.0795627,-3.5365918,9.221938,-0.068382226,0.14287001,0.047623336,10.345788054583338,0.16539634349374135,jump
05/08/2020, 15:22:34,3.0795627,-3.5365918,9.221938,0.017095556,-0.43349445,0.025643334,10.345788054583338,0.4345886280611321,jump
05/08/2020, 15:22:34,-1.5625132,-4.610969,12.535997,0.017095556,-0.43349445,0.025643334,13.44818626860292,0.4345886280611321,jump
05/08/2020, 15:22:34,-1.5625132,-4.610969,12.535997,0.15508112,-0.054950003,-0.05372889,13.44818626860292,0.17307932029973916,jump
05/08/2020, 15:22:34,-5.7260246,-5.541777,6.735796,0.15508112,-0.054950003,-0.05372889,10.43405957680654,0.17307932029973916,jump
05/08/2020, 15:22:34,-5.7260246,-5.541777,6.735796,0.0012211112,0.5360678,0.0036633336,10.43405957680654,0.5360816915253331,jump
